folder,file_name,prediction,reference
NEURAL-2,84-1_405.227_2.72.wav, And apparently I could not say a lot.,and apparently i i could not say a lot
NEURAL-2,84-1_407.987_2.86.wav, My voice was very garbled.,my my voice was very garbled
NEURAL-2,84-1_411.47_14.3.wav," But by the end of the procedure, my wife told me later that she thought I was going to, he wasn't sure what, she was not sure what kind of shape I'd be in.",but by the end of the procedure my my wife told me later that she wasn't sure what she she was not sure what kind of shape i'd be in
NEURAL-2,84-1_425.77_14.463.wav," But by the end of the surgery, which was, I had a blood vessel. I was able, she thought, the surgeon thought that I was going to be able to live.",but by the end of the surgery which was i had a blood vessel the surgeon thought that i was going to be able to live
NEURAL-2,84-1_440.31_3.579.wav, they didn't know how much exactly I'll be able to do,but they didn't know how much exactly i'll be able to do
NEURAL-2,84-1_444.38_6.0.wav, So I spent about eight weeks in rehab,so i i'd spent about six eight weeks in rehab
NEURAL-2,84-1_451.21_2.29.wav, And I came out not sure what I could do.,and i came out not sure what i could do
NEURAL-2,84-1_453.84_4.18.wav, So today I feel pretty good about my voice.,so today i i feel pretty good about my voice
NEURAL-2,84-1_458.6_2.9.wav," as I said, I still feel like there's more I can do.",but as i said i still feel like there's more i can do
NEURAL-2,84-1_462.06_4.25.wav," So as I said, I think I'm about 70% right now.",so as i said i think i'm about seventy percent right now
NEURAL-2,84-1_478.63_9.28.wav," Well, I was in rehab for eight weeks about a place that's about maybe eight blocks from here.",well i was in rehab for eight weeks in a place that's about maybe eight blocks from here
NEURAL-2,84-1_488.29_1.76.wav, And it was a time when it was COVID.,and it was a time when it was covid
NEURAL-2,84-1_490.47_3.04.wav, So it wasn't really easy for me to see people.,so it wasn't really easy for me to see people
NEURAL-2,84-1_494.13_3.84.wav, one of the people where we live,but one of the people where we live
NEURAL-2,84-1_498.084_2.28.wav, because I live in a high story building,because i live in a high story building
NEURAL-2,84-1_501.2_9.29.wav," One of the person was like maybe the second or third command at Jefferson, which is where I went to for my rehab.",one of the persons was maybe the second or third command at jefferson which is where i went to for my rehab
NEURAL-2,84-1_511.17_8.41.wav," And this person whose name is Kate was allowed, they were allowed to get two people in to see me a day.",and this person whose name is kate they were allowed to get two people in to see me a day
NEURAL-2,84-1_520.09_3.903.wav," So I got to see, well, my two sisters came in.",well my two sisters came in
NEURAL-2,84-1_524.19_2.789.wav," then my, my children came in",and then my my children came in
NEURAL-2,84-1_527.21_2.02.wav, And then my wife came in.,and then my wife came in
NEURAL-2,84-1_529.33_4.5.wav," So I had a very good, I had very good treatment.",so i had a very good treatment
NEURAL-2,84-1_534.47_8.45.wav, And so each day I would have OTPT and speech.,and so each day i would have o t p t and speech
NEURAL-2,84-1_543.73_2.66.wav, that was every day except for Saturdays and Sundays.,so that was every day except for saturdays and sundays
NEURAL-2,84-1_554.07_3.15.wav," Well, there's nothing I can do about that.",well there's nothing i can do about that
NEURAL-2,84-1_558.98_2.94.wav," So I mean, I understood I had to deal with that.",so i i mean i understood i hadta deal with that
NEURAL-2,84-1_562.65_2.916.wav," And I didn't always deal with it, but I tried to.",and i didn't always deal with it but i tried to
NEURAL-2,84-1_590.17_3.99.wav," Well, I have to tell you, I've had a pretty good life until my stroke.",well i hafta tell you i've had a pretty good life until my stroke
NEURAL-2,84-1_595.73_3.421.wav, I would say that one of the best things that ever happened to me was,i would say that one of the best things that ever happened to me was
NEURAL-2,84-1_599.151_7.46.wav," I was in a program at a school called Wesleyan, which is in Middletown, Connecticut.",i was in a program at a school called wesleyan which is in middletown connecticut
NEURAL-2,84-1_607.212_12.7.wav," And when I was there, part of this program, I was in this consortium, responded, made it so that I had to spend a semester abroad.",and when i was there part of this this program i was in this consortium responded made it so that i hadta spend a semester abroad
NEURAL-2,84-1_620.93_9.96.wav," And during, starting in like seventh grade through high school and then into college, I spoke French pretty well.",and during starting in seventh grade through high school and then into college i spoke french pretty well
NEURAL-2,84-1_631.61_7.66.wav, Because I had a teacher in Winnetka who was at the time going out with one of the Cubs baseball players.,because i had a teacher in in winnetka who was at the time going out with one of the cubs baseball players
NEURAL-2,84-1_639.596_3.36.wav, And so she was French.,and so she was french
NEURAL-2,84-1_643.098_1.783.wav, And she used to talk about that a lot.,and she useta talk about that a lot
NEURAL-2,84-1_645.456_2.323.wav, And so I took a class from her,and so i took a class from her
NEURAL-2,84-1_648.376_1.811.wav, And somehow I did pretty well.,and somehow i did pretty well
NEURAL-2,84-1_650.376_6.36.wav," So then I was in the program at Wesley,",so then i was in the program at at wesleyan
NEURAL-2,84-1_657.064_3.6.wav, And I would say one of the happiest occasions for me was graduating.,and i would say one of the happiest occasions for me was graduating
NEURAL-2,84-1_661.59_8.094.wav," I wound up doing pretty well at the school. And even though I had gotten in on a wait list,",i wound up doing pretty well at the school and even though i had gotten in on a waitlist
NEURAL-2,84-1_670.684_1.52.wav, it was really exciting,and it was really exciting
NEURAL-2,84-1_672.25_9.12.wav," I knew a bunch of people in my class, but I was really close with the class behind me, the class of 80.",i i i i knew a bunch of people in my class but i was really close with the class behind me the class of eighty
NEURAL-2,84-1_681.67_2.875.wav, And it was just a fun time for me.,and it was just a fun time for me
NEURAL-2,84-1_684.545_1.765.wav, I was president of my fraternity.,i i was president of my fraternity
NEURAL-2,84-1_687.01_6.06.wav, And I met someone who became one of my closest friends,and i i i met someone who became one of my closest friends
NEURAL-2,84-1_693.27_2.1.wav, He was the provost at Westland.,he was the provost at wesleyan
NEURAL-2,84-1_695.55_2.306.wav, So it was really nice.,so i i it was really nice
NEURAL-2,84-1_698.38_8.68.wav," After I graduated from high college, I spent some vacations with him and some of my roommates.",after i graduated from high college i spent some vacations with him and some of my roommates
NEURAL-2,84-1_707.68_2.16.wav, was someone who was remarkable,he he was someone who was remarkable
NEURAL-2,84-1_710.58_2.476.wav, He went to Harvard Law School.,he went to harvard law school
NEURAL-2,84-1_713.273_5.48.wav," And at the end of his freshman year, he went out, he won the Moot Court competition.",and at the end of his freshman year he won the moot court competition
NEURAL-2,84-1_719.733_2.72.wav, he went down to the bookstore,and he went down to the bookstore
NEURAL-2,84-1_722.973_3.56.wav, and he bought all books about Italian Renaissance history,and he bought all books about italian renaissance history
NEURAL-2,84-1_726.863_7.22.wav, So he went back to went back to to campus and he changed,so he went back to to campus and he changed
NEURAL-2,84-1_734.443_1.76.wav, he was already in law school.,he he was already in law school
NEURAL-2,84-1_736.563_2.08.wav, He had been undergraduate at Princeton.,he had been undergraduate at princeton
NEURAL-2,84-1_739.263_4.24.wav," after his first year of winning the Moot Card, he said",and he after his first year of winning the moot court he said
NEURAL-2,84-1_743.663_0.992.wav, This wasn't for me.,this wasn't for me
NEURAL-2,84-1_744.8_5.82.wav," And he went to, at Harvard, he went to a program in Italian Renaissance history.",and at harvard he went to a a program in italian renaissance history
NEURAL-2,84-1_756.57_3.48.wav," Yeah, I had a, I was really, it was a good place for me.",yeah it was a good place for me
NEURAL-2,84-1_764.754_4.32.wav, I haven't been visiting since my stroke.,i haven't been visiting since my stroke
NEURAL-2,84-1_769.655_5.279.wav, But I used to be fairly involved in the universe.,but you know i useta be fairly involved at at the university
NEURAL-2,84-1_775.834_6.1.wav, And my youngest son went there after spending a year in squats.,and my youngest son went there after spending a year in scotland
NEURAL-2,84-1_782.807_7.94.wav," And he really, really did a, he was, he did really well at the school.",and he was he did really well at the school
NEURAL-2,84-1_790.907_3.04.wav, So I was very excited for him.,so i was very excited for him
NEURAL-2,84-1_828.61_2.67.wav," Well, I happen to know these pictures quite well.",well i happen to know these pictures quite well
NEURAL-2,84-1_832.07_3.18.wav, It's a story about a kid playing soccer,it's a story about a kid playing soccer
NEURAL-2,84-1_836.05_3.3.wav," and he hit the ball, he strikes the ball",and he he striked the ball
NEURAL-2,84-1_839.99_3.52.wav, went through the window of a nearby house,and it went through the window of a nearby house
NEURAL-2,84-1_843.796_24.848.wav, and landed inside the house where it was taken by one of the young or middle-aged husband or maybe husband or just a regular person who lived in the house.,and landed inside the house where it was taken by one of the young or middle aged husband or just a a regular person who lived in the house
NEURAL-2,84-1_868.644_20.254.wav," And then he looked out the window to see if he could figure out who may have hit the soccer ball so that it landed on his, not on his lap, but close to his lap, I think.",and then he looked out the window to see if he could figure out who may have hit hit hit the soccer ball so that it landed on his close to his lap i think
NEURAL-2,84-1_907.89_1.94.wav, This one I also know.,this one i also know
NEURAL-2,84-1_909.988_8.342.wav," It's about a young boy who, when he went to school, he was deciding whether or not to take an umbrella.",is it's about a young boy who when he went to school he was deciding whether or not to take an umbrella
NEURAL-2,84-1_918.59_2.6.wav, He decided not to take the umbrella,he decided not to take the umbrella
NEURAL-2,84-1_921.69_2.48.wav, And it turned out that it started raining.,and it turned out that it it started raining
NEURAL-2,84-1_924.87_1.88.wav, So he went back home.,so he went back home
NEURAL-2,84-1_926.94_1.818.wav, And he was soaking wet.,and he was soaking wet
NEURAL-2,84-1_929.34_2.127.wav, and apparently he changed his clothes,but apparently he changed his clothes
NEURAL-2,84-1_932.02_5.76.wav, he went back outside with a umbrella so that he could get to school.,and he went back outside with a umbrella so that he could get to school
NEURAL-2,84-1_938.24_6.041.wav," I assume he went to school on time, but I really don't know whether that's part of the story or not.",i assume he went to school on time but i really don't know whether that's part of the story or not
NEURAL-2,84-1_957.58_7.15.wav," So this is a little girl, maybe under 10, who had a cat who was stuck up in a tree.",so this is a little girl maybe under ten who had a cat who was stuck up in a tree
NEURAL-2,84-1_965.45_7.58.wav," So apparently the dad got off his, got a ladder",so apparently the the dad got a ladder
NEURAL-2,84-1_973.283_3.967.wav, The girl was on a tricycle.,the girl was on a tricycle
NEURAL-2,84-1_977.59_1.904.wav, He stopped and looked at the cat.,but she stopped and looked at the cat
NEURAL-2,84-1_979.94_19.956.wav," So the cat went up to get the, the cat went, the husband, the father went up to get the cat.",so the the the the the the the the father went up to get the cat
NEURAL-2,84-1_999.896_13.754.wav, And I guess the ladder got kicked away so that the husband was stuck up there with the cat.,and i guess the the the ladder got kicked away so that the the husband was stuck up there with the cat
NEURAL-2,84-1_1014.556_2.6.wav, the dog started barking,and the the dog started barking
NEURAL-2,84-1_1017.78_2.68.wav, And eventually the fire department came,and eventually the fire department came
NEURAL-2,84-1_1021.24_0.94.wav, they were able,and they were able
NEURAL-2,84-1_1022.44_0.5.wav, presume,i presume
NEURAL-2,84-1_1023.32_0.654.wav, I don't know.,i don't know
NEURAL-2,84-1_1024.06_3.563.wav, I think they were able to get the cat and get the man down.,but i think they were able to get the cat and get the man down
NEURAL-2,84-1_1188.54_7.06.wav, So this is a story about a young woman named Cinderella,so this is a story about a young woman named cinderella
NEURAL-2,84-1_1196.189_19.982.wav, And she was working at a place where there was a middle-aged lady and two people who had grown up with her and was interested in trying to get someone to marry them.,and she was working at a place where there was a a middle aged lady and two people who had grown up with her and was interested in trying to get someone to marry them
NEURAL-2,84-1_1216.59_15.38.wav," So it turned out that there was a young prince who was interest, who was living with her, with his family.",so it turned out that there was a young prince who was living his with his family
NEURAL-2,84-1_1232.85_29.52.wav," And the young prince decided that they should get together and have a ball so that maybe the people from the community could find out if anybody, if the people of the community, the girls were possibly interested in having a relationship with the prince.",and the young prince decided that they should get together and have a ball so that maybe the people from the community could find out if anybody if if the girls were possibly interested in in having a relationship with the prince
NEURAL-2,84-1_1263.48_2.52.wav, I don't remember the name of the princess.,i don't remember the name of the prince
NEURAL-2,84-1_1266.09_4.89.wav, But so they sent her out an invitation to all the people in the community.,but so they sent around an invitation to all the people in the community
NEURAL-2,84-1_1272.04_9.98.wav, the two young ladies who lived with her who lived with her who lived with her,and the two young ladies who lived with her
NEURAL-2,84-1_1284.38_8.84.wav, her older mother decided that they would go to the ball and started getting dressed to go to the ball,her older mother decided that they would go to the ball and started getting dressed to go to the ball
NEURAL-2,84-1_1293.98_17.52.wav," But Cinderella, who was like a caretaker on the property and was stuck doing things like washing clothes and cleaning the floor and stuff like that, she found out about there being this problem.",but cinderella who was like a caretaker on the property and was stuck doing things like washing clothes and cleaning the floor and stuff like that she found out about there being this ball
NEURAL-2,84-1_1312.413_4.54.wav, And she wanted to know if there was some way she could attend.,and she wanted to know if there was some way she could attend
NEURAL-2,84-1_1317.593_1.78.wav, So she,so she
NEURAL-2,84-1_1320.333_2.28.wav, don't remember exactly how it happened,i don't remember exactly how it happened
NEURAL-2,84-1_1323.133_6.02.wav, she was able to get in touch with somebody I think they called the fairy godmother,but she was able to get in touch with somebody i think they called the fairy godmother
NEURAL-2,84-1_1330.065_3.52.wav, And she talked to the fairy godmother.,and she talked to the fairy godmother
NEURAL-2,84-1_1334.45_20.985.wav," And so while the two people from the house were going with her older lady to the dance, she decided that she could go.",and so while the two people from the house were going with her her her older lady to the dance she decided that she could go
NEURAL-2,84-1_1355.435_4.2.wav, So she got dressed up in fancy clothing.,so she got dressed up in in fancy clothing
NEURAL-2,84-1_1360.415_5.337.wav, And she was told by the fairy godmother that she could go to the ball,and she was told by the fairy godmother that she could go to the ball
NEURAL-2,84-1_1365.795_1.72.wav, but she had only one request.,but she had only one request
NEURAL-2,84-1_1368.295_2.94.wav, that is that she would be back by midnight,and that is that she'd be be back by midnight
NEURAL-2,84-1_1371.407_11.811.wav," So she went to the ball and fell in love with the princess, with the prince and was having a good time with the prince.",so she went to the ball and fell in love the prince with the prince and was having a good time with the prince
NEURAL-2,84-1_1383.218_12.28.wav," But when the clock struck midnight, Cinderella knew that she had to get out of there.",but when the clock strike struck midnight cinderella knew that she hadta get out of there
NEURAL-2,84-1_1396.098_5.08.wav, So she raced for the door and down the steps and into the carriage.,so she raced for the door and down the steps and into the carriage
NEURAL-2,84-1_1401.35_2.26.wav, But soon the carriage,but soon the carriage disappeared
NEURAL-2,84-1_1404.69_9.9.wav," She was by herself with, I think, some young people who may have been like rabbits and other members of the community.",and she was by herself with some young people who may have been rabbits and other members of the community
NEURAL-2,84-1_1415.23_19.09.wav," Um, so, um, she, she found out that, uh, that the young princess was looking for the, the young lady who had disappeared, disappeared at midnight.",so she she found out that the young prince was looking for the the young lady who had disappeared disappeared at midnight
NEURAL-2,84-1_1434.84_11.51.wav," And he sent out a, I guess, some sort of plea or something that if the person wasn't around, she should please contact him.",and he sent out a some sort of plea or something that if the person was around she should please contact him
NEURAL-2,84-1_1446.76_12.16.wav," And when that didn't happen, then a young man went around the village to see if by chance anybody knew anything about this young lady.",and when that didn't happen then a young man went around the village to see if by chance anybody knew anything about this young lady
NEURAL-2,84-1_1459.92_3.1.wav," And when she went to the house that had the two,",and when he went to the house that had the two
NEURAL-2,84-1_1463.595_2.1.wav, I guess you might by now call them,i guess you might by now call them spinsters
NEURAL-2,84-1_1468.04_9.89.wav," She, I think somehow got ahold of Cinderella who may be like washing clothes in the basement or something like that.",she somehow got ahold of cinderella who may be washing clothes in the basement or something like that
NEURAL-2,84-1_1478.88_7.897.wav," And when she was brought upstairs, the one shoe that had been left behind, she tried on that one shoe",and when she was brought upstairs the one shoe that had been left behind she tried on that one shoe
NEURAL-2,84-1_1486.777_13.623.wav, fit her so that she knew that the young prince was going to continue to like this young lady,and it fit her so that it he knew that the young prince was going to continue to like this young lady
NEURAL-2,84-1_1501.077_2.06.wav, so I guess they got back together,and so i guess they got back together
NEURAL-2,84-1_1503.537_1.94.wav, eventually they got married,and eventually they got married
NEURAL-2,84-1_1550.75_3.76.wav, never really had a lot of experiences with Clark,i never really had a lot of experiences with clocks
NEURAL-2,84-1_1555.47_3.2.wav, I was pretty much always on time.,i was pretty much always on time
NEURAL-2,84-1_1559.37_10.68.wav," when I was growing up, particularly when I was in high school, there for some reason was no real time limit on what time I had to get home.",and when i was growing up particularly when i was in high school there for some reason was no real time limit on what time i hadta get home
NEURAL-2,84-1_1570.61_8.74.wav," So I was, you know, I went to a lot of parties on Friday night and Saturday night and could come home when I wanted.",so i went to a lot of parties on friday night and saturday night and could come home when i wanted
NEURAL-2,84-1_1579.38_20.6.wav," I think it was in large part because my two social worker parents decided that, you know, he that the two of them really had to teach me how to be how to be comfortable with myself and then to be able to know when I was out too late.",i think it was in large part because my two social worker parents decided that the two of them really hadta teach me how to be comfortable with myself and then to be able to know when i was out too late
NEURAL-2,84-1_1600.084_3.495.wav," So, I mean, there were a few times when I was out too late.",so i mean there were a few times when i was out too late
NEURAL-2,84-1_1604.124_2.309.wav, but nothing really ever happened to me,but nothing really ever happened to me
NEURAL-2,84-1_1606.924_3.866.wav," And then when I went to college, I would come home during the summertime",and then when i went to college i would come home during the summertime
NEURAL-2,84-1_1611.804_6.56.wav, And I remember that I was involved with a couple of young ladies,and i remember that i was involved with a couple young ladies
NEURAL-2,84-1_1618.528_4.623.wav," but I would go out with them, but I could get home whenever I wanted to.",but i would go out with them but i could get home whenever i wanted to
NEURAL-2,84-1_1623.52_6.58.wav, And I remember one summer I had a job that required me to be to work at six o'clock in the morning.,and i remember once that summer i had a job that required me to be to work at six o'clock in the morning
NEURAL-2,84-1_1630.928_3.42.wav," So sometimes during the summer, I would stay out all night and then go to work.",so sometimes during the summer i would stay out all night and then go to work
NEURAL-2,84-1_1645.61_7.485.wav," Well, so I worked a lot, particularly when I turned out to be",well so i worked a lot particularly when i turned out to be
NEURAL-2,84-1_1653.47_2.186.wav, I think I may have told you this.,i think i may have told you this
NEURAL-2,84-1_1655.73_0.463.wav, I'm not sure.,i'm not sure
NEURAL-2,84-1_1656.193_3.42.wav, but I worked for a French company for a month.,but i worked for a french company for years
NEURAL-2,84-1_1660.878_8.049.wav," And when I had my stroke, I started thinking about things I could do,",and i when i had my stroke i started thinking about things i could do
NEURAL-2,84-1_1668.927_8.2.wav, really between vacations and between a lot of time I spent particularly with my children,because really between vacations and between a lot of time i spent particularly with my children
NEURAL-2,84-1_1678.067_2.92.wav, they were in a town in New Jersey called Princeton.,because they were in a town in new jersey called princeton
NEURAL-2,84-1_1681.727_2.08.wav, they both played a lot of hockey,and they both played a lot of hockey
NEURAL-2,84-1_1684.367_2.89.wav, So I never really had a lot of time,so i never really had a lot of time
NEURAL-2,84-1_1687.246_2.783.wav, But one thing I've decided I'm going to do,but one thing i decided i'm going to do
NEURAL-2,84-1_1690.506_4.76.wav," within the next year, we're going to be moving a little further south.",because within the next year we're gonna be moving a little further south
NEURAL-2,84-1_1695.886_3.08.wav, And I really thought that one thing I could do was birdwatch.,and i really thought that one thing i could do was birdwatching
NEURAL-2,84-1_1699.586_2.933.wav, because I've always had an interest in that.,because i've always had an interest in that
NEURAL-2,84-1_1702.606_1.984.wav, but I've never really focused on that.,but i've never really focused on that
NEURAL-2,84-1_1705.086_1.62.wav, I really thought particularly,and i really thought particularly
NEURAL-2,84-1_1706.856_2.9.wav," Now, I ride a three-wheel bicycle.",now i ride a three wheel bicycle
NEURAL-2,84-1_1709.936_4.506.wav, I can't ride a two wheel bicycle like I used to do.,i can't ride a a two wheel bicycle like i useta do
NEURAL-2,84-1_1714.521_16.081.wav," So I'm really hoping that where we move, I can learn about birds and maybe become somewhat of an interest in bird watching because I think that would be a good thing for me to do.",so i'm really hoping that when we move i can learn about birds and maybe become somewhat of an interest in in in birdwatching because i think that would be a good thing for me to do
NEURAL-2,84-1_1736.76_2.52.wav, So did she live in Bloomington?,oh so did she live in bloomington
NEURAL-2,84-1_1760.0_20.64.wav," Well, I guess when I started traveling for this French company, when I started the program, I was mainly responsible for the United States, Canada, and Mexico.",well i guess when i started traveling for this french company i was mainly responsible for the united states canada and mexico
NEURAL-2,84-1_1780.938_3.5.wav, But they quickly figured out that I could speak,but they quickly figured out that i could speak
NEURAL-2,84-1_1785.098_1.94.wav, of the lawyers were in France,most of the lawyers were in france
NEURAL-2,84-1_1787.898_2.948.wav, And I was one of the few lawyers outside of France,and i was one of the few lawyers outside of france
NEURAL-2,84-1_1791.078_1.06.wav, was in the United States.,i was in the united states
NEURAL-2,84-1_1793.658_4.48.wav, they used to send me to various places,so they useta send me to various places
NEURAL-2,84-1_1798.398_5.96.wav, And I remember that I stayed in a real nice hotel in...,and i remember that i stayed in a real nice hotel in buenos aires
NEURAL-2,84-1_1805.978_2.42.wav, And I also stayed in a nice hotel,and i also stayed in a nice hotel
NEURAL-2,84-1_1809.158_3.84.wav, I was in a nice hotel when I went to China.,i was in a nice hotel when i went to china
NEURAL-2,84-1_1813.177_5.8.wav, And I also was in a nice hotel when I was in...,and i also was in a nice hotel when i was in australia
NEURAL-2,84-1_1822.457_6.54.wav," So I, and during one of the times I was there and it was the fourth of July,",and during one of the times i was there and it was the fourth of july
NEURAL-2,84-1_1829.537_3.16.wav, So I remember that the staff brought me a little cake,so i remember that the staff brought me a little cake
NEURAL-2,84-1_1833.15_7.12.wav," So I just, I don't really need a big hotel, although my wife likes them.",so i i i i i don't really need a big hotel although my wife likes them
NEURAL-2,84-1_1841.05_10.3.wav, I always thought I was in places that I could be comfortable even when even when,i i always thought i was in places that i could be comfortable even when
NEURAL-2,84-1_1851.626_2.28.wav, I do remember staying in one's hotel,even i i i do remember staying in one hotel
NEURAL-2,84-1_1854.01_5.896.wav," I was in Birmingham, Alabama to be part of a case that was pending.",i was in birmingham alabama for for to to be part of a case that was pending
NEURAL-2,84-1_1860.446_2.235.wav," and we stayed in a god awful hotel,",and we stayed in a godawfuladj hotel
NEURAL-2,84-1_1862.726_3.066.wav, Even that turned out to be good for me.,but even that turned out to be good for me
NEURAL-2,84-1_1865.941_11.7.wav," So it was a good way for me to learn about, I guess, to learn about the way different hotels can treat me differently.",so it was a good way for me to learn about the way different hotels can treat me differently
NEURAL-2,84-1_1878.421_3.38.wav, I was in a hotel in a bad part of town in Birmingham.,i i was in a hotel in a bad part of town in birmingham
NEURAL-2,84-1_1882.0_1.381.wav, remember that pretty well.,i remember that pretty well
NEURAL-2,84-1_1897.088_7.408.wav," Well, when I was in college, there was this person",well when i was in college there was this person
NEURAL-2,84-1_1904.816_0.654.wav, I think I told you,i think i told you
NEURAL-2,84-1_1905.47_0.58.wav, approval,the provost
NEURAL-2,84-1_1906.59_6.9.wav," And over the, he was there for about, about 30, 35 years.",and he was there for about about thirty thirty five years
NEURAL-2,84-1_1913.91_2.92.wav," And in 1999, he died.",and in nineteen ninety nine he died
NEURAL-2,84-1_1917.85_5.54.wav," But before that time, he and a group of people",but before that time he and a group of people
NEURAL-2,84-1_1923.607_16.1.wav," There was one person from the class of 65, one person from the class of 62, a couple people, and then a person from the class of 79, which was me, and a person from the class of 80.",there was a one person from the class of sixty five one person from the class of sixty two and then a person from the class of seventy nine which was me and a person from the class of eighty
NEURAL-2,84-1_1939.914_5.6.wav," the three of us, or the five of us, became very good friends.",the five of us became very good friends
NEURAL-2,84-1_1945.874_9.776.wav," And every year, because Willie did not really have any friends.",and because firstnamew did not really have any friends
NEURAL-2,84-1_1955.75_8.1.wav, he was he had a child who died when when when he was I think maybe six or seven years old and,he had a child who died when when when he was maybe six or seven years old
NEURAL-2,84-1_1964.11_8.96.wav," And so one thing he used to do once a quarter from Connecticut, he used to go down to New York City",and and so one thing he useta do once a quarter from connecticut he useta go down to new york city
NEURAL-2,84-1_1973.501_5.94.wav," And we stayed in it. We would, we would, I went for my graduation",and i went for my graduation
NEURAL-2,84-1_1979.861_3.68.wav, I went for every year thereafter for about 25 years.,and i went for every year thereafter for about twenty five years
NEURAL-2,84-1_1983.921_5.12.wav," I went to a place that's no longer in existence, but it's called Lutec.",i went to a place that's no longer in existence but it's called blue test
NEURAL-2,84-1_1989.678_3.6.wav, And it was a very nice place.,and it was a a very nice place
NEURAL-2,84-1_1994.718_3.712.wav, And we just had a wonderful time every year I was there.,and we just had a wonderful time every year i was there
NEURAL-2,84-1_1998.43_14.51.wav, So I really think back upon that a lot and remember just how much fun I had with these people and how much I still keep in contact with them.,so i really think back upon that a lot and remember just how much fun i had with these people and how much i still keep in contact with them
NEURAL-2,84-1_2012.94_5.74.wav, And so these people are some very well-known people.,and so these these people are some very wellknown people
NEURAL-2,84-1_2019.2_6.8.wav, so I've already had one of the wives has already died,and so one of the wives has already died
NEURAL-2,84-1_2026.88_4.22.wav, he was the head of this thing called the the,but he was the head of this thing called the the
NEURAL-2,84-1_2031.651_17.0.wav," It's a big, it's a big, it's a big, it's a, they work for a family.",it they work for a family
NEURAL-2,84-1_2048.851_0.828.wav, I forgot the name.,i forgot the name
NEURAL-2,84-1_2049.811_1.4.wav, they have a huge trust,but they have a huge trust
NEURAL-2,84-1_2051.568_3.28.wav, And so he's going to retire and move back to New York City.,and so he's gonna retire and move back to new york city
NEURAL-2,84-1_2055.648_10.086.wav," So I'm very excited that at the end of September, I'm gonna be meeting with them and these people who go back to the class of 62",so i'm very excited that at the end of september i'm gonna be meeting with them and and these people who go back to the class of sixty two
NEURAL-2,84-1_2066.128_2.086.wav, So I'm looking forward to that.,so i'm i'm looking forward to that
NEURAL-2,84-1_2068.397_8.98.wav, I some days I some days I kind of wish I would be in a little better strength than I am now but,i i i i some days i kind of wish i would be in a little better strength than i am now
NEURAL-2,84-1_2077.677_3.26.wav, They all know I had a stroke.,they all know i had a stroke
NEURAL-2,84-1_2081.677_3.36.wav, I'm really looking forward,but i i'm really looking forward
NEURAL-2,84-1_2085.17_5.06.wav," Most days, some days I think that maybe I shouldn't go because I'm not far enough along.",some days i think that maybe i shouldn't go because i'm not far enough along
NEURAL-2,84-1_2090.73_1.56.wav," but it, it, um,",but it it
NEURAL-2,84-1_2093.19_1.8.wav, I can't even remember what we were talking about.,i can't even remember what we were talking about
NEURAL-2,84-1_2100.86_4.44.wav, So we went to this very nice restaurant.,so so so we went to this very nice restaurant
NEURAL-2,84-1_2105.464_2.296.wav, We did it for about 20 or 25 years.,and we did it for about twenty or twenty five years
NEURAL-2,84-1_2108.22_5.907.wav, And it was a good place for me and for the other people that were in the group,and it was a good place for me and for the other people that were in the group
NEURAL-2,84-1_2114.08_11.39.wav, We used to do it every year in December because it was near the time when one of our favorite people from the class of 62 had a birthday.,we useta do it every year in december because it was near the time when one of our favorite people from the class of sixty two had a birthday
NEURAL-2,84-1_2132.16_4.04.wav, It was a French restaurant called.,it was a french restaurant called called lutece
NEURAL-2,84-1_2137.66_14.62.wav," If you go back to the 1970s and 80s and look up the restaurant, it's at 259 West, 259 East, I think 50th Street.",yeah it's if if you go back to the nineteen seventies and eighties and look up the restaurant it's at two fifty nine east fiftieth street
NEURAL-2,84-1_2152.28_7.02.wav, It's in a nice old building that has three or four floors.,you'll it's in a nice old building that has three or four floors
NEURAL-2,84-1_2159.56_1.7.wav, It was exquisite.,and it was exquisite
NEURAL-2,84-1_2161.495_22.32.wav," And because Willie would go there three or four times throughout the year, they knew, he knew the staff really, really well. So that when we came in for the birthday party, it was just fantastic.",and because because firstnamew would go there on three or four times throughout the year he knew the staff really really well so that when we came in for the birthday party it was just fantastic
NEURAL-2,84-1_2184.085_1.14.wav, It was really nice.,it was really nice
NEURAL-2,84-1_2189.53_1.988.wav," It's not there anymore, yeah.",it's not there anymore yeah
NEURAL-2,84-1_2191.525_0.84.wav, It was so...,it was sold
NEURAL-2,84-1_2192.725_1.984.wav, there was an owner and his wife,there was a an owner and his wife
NEURAL-2,84-1_2195.385_3.86.wav," And I think they eventually, you know, was,",and i think they eventually you know was retired
NEURAL-2,84-1_2199.985_8.94.wav," And they sold the restaurant to a guy who was, I think, from either France or from Germany.",and they sold the restaurant to a guy who was i think from either france or from germany
NEURAL-2,84-1_2210.365_2.624.wav, he did not do a very good job.,and he did not do a very good job
NEURAL-2,84-1_2212.939_7.3.wav," So I would say after three or four years, it didn't exist anymore.",so it i would say after three or four years it it it it it didn't exist anymore
NEURAL-2,84-1_2224.89_2.489.wav," No, so we're going to,",so we're going to
NEURAL-2,84-1_2228.519_2.26.wav, the fellow who it was,so the fellow who it was
NEURAL-2,84-1_2231.118_5.52.wav, I wish I could remember the name of the place that he was involved in Miami.,i wish i could remember the name of the place that he was involved in miami
